CbRt,SGZ,P,Q,CrRl,AbRl,DfClb,DfRlRt,DfDfClb,ST1,ST2,ST3,ST4,DfST1,DfST2,DfST3,DfST4,Sa,Target
-17,-21,0.28,0.1,-0.7,-15,5,0.002,-0.6,-0.0011,-0.0012,-0.0012,-0.001,0.0001,0,-0.0003,0,-0.001,0.025
-39,25,-0.43,0.05,0.4,-6,-3,-0.013,-1.3,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.017
204,-18,-0.17,-0.03,-0.2,-13,9,0.001,-0.1,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.03
-219,-15,-0.37,0.03,0.1,-15,8,-0.009,-0.3,-0.0012,-0.0013,-0.0013,-0.0013,0.0001,0,0,0,-0.0013,0.024
856,-28,0.43,0.2,1.7,-6,-9,-0.008,-3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
-47,-4,-0.54,0.2,-0.2,-16,-7,0.004,0,-0.0014,-0.0015,-0.0015,-0.0015,0.0001,0,0,0,-0.0015,0.036
-260,-63,0.33,0.07,0.8,-10,-5,-0.015,0.1,-0.0009,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,0.015
262,-52,0.45,0.06,-0.2,-16,6,0.016,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.021
-163,-11,-0.68,0.01,-1.9,-16,12,0.016,-1.6,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.017
-269,0,-0.4,0.05,-1.2,-13,3,0.018,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
171,9,-0.05,0.36,-1.2,-21,-10,0.011,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.039
59,-37,0.06,0.18,-0.4,-15,-10,-0.006,0.1,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.018
326,-53,-0.51,0.13,-0.8,-13,-5,0.005,-0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.047
249,-12,-0.22,-0.09,0.3,-9,12,-0.003,-0.3,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
207,-40,-0.65,0.04,-0.2,-14,9,-0.003,-0.4,-0.0007,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,0.02
-48,14,-0.39,0.03,0.4,-19,10,-0.023,0.6,-0.0018,-0.0019,-0.0019,-0.0019,0.0001,0,0,0,-0.0019,0.026
58,-44,0.26,-0.05,0.6,-12,11,-0.006,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
-190,39,0.25,0.36,1.8,-17,-25,-0.022,0.2,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.024
-69,-34,0.33,0.04,0.7,-9,-1,0.001,-0.2,-0.0008,-0.0007,-0.0007,-0.0007,-0.0002,0,0,0,-0.0007,0.028
-381,-18,0.19,0.16,0,-10,-8,-0.003,-0.7,-0.0008,-0.0007,-0.0007,-0.0006,-0.0002,0,-0.0002,0,-0.0006,0.021
-137,16,-0.09,0.04,-0.8,-9,-2,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-62,-6,-0.11,0.09,0.6,-10,-5,0.003,-0.1,-0.0009,-0.0009,-0.0009,-0.0008,0,0,-0.0002,0,-0.0008,0.032
156,-10,-0.11,-0.05,-0.9,-10,9,0.011,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
12,-10,0.09,0.4,1.3,-10,-28,-0.031,-4,-0.001,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.017
202,-10,-0.54,0.17,-0.7,-22,8,0.013,0.1,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.028
398,-36,0.31,0.05,-0.3,-10,10,-0.001,-3.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.02
36,-12,-0.4,0.05,0.2,-7,-4,-0.016,0,-0.0007,-0.0007,-0.0007,-0.0007,0.0001,0,0,0,-0.0007,0.019
334,-16,-0.05,-0.06,-0.2,-8,8,-0.006,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
326,45,-0.06,-0.05,0.5,-6,6,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-292,-5,-0.07,0.13,0.1,-9,-12,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
261,-47,-0.1,-0.06,-2,-11,10,0.023,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.029
442,22,-0.02,0.02,-2,-8,0,0.01,-0.2,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-122,-42,-0.58,-0.05,-0.3,-6,5,-0.009,0,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0.0001,0,-0.0006,0.017
124,1,0.1,0.1,-0.8,-8,-11,0.005,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
360,-9,-0.14,-0.06,-0.6,-12,13,0.009,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
107,-17,0.37,-0.09,-0.2,-10,13,0.008,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
93,30,0.4,0.12,0.5,-8,-7,0,0.3,-0.0006,-0.0006,-0.0006,-0.0005,0,0,-0.0002,0,-0.0005,0.027
-152,-17,0.43,0.26,-0.7,-19,-10,0.002,-1.5,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.019
115,-16,0.03,0.03,0.3,-8,0,0,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.04
41,-31,-0.53,0.13,0.5,-13,-7,-0.011,0.1,-0.0009,-0.0011,-0.0011,-0.0011,0.0001,0,0,0,-0.0011,0.021
95,-10,0.07,0.34,0.1,-19,-12,-0.011,-0.3,-0.0021,-0.0021,-0.0021,-0.0021,0,0,0,0,-0.0021,0.039
-160,0,0.35,0.37,-0.7,-20,-12,0.001,-0.5,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.04
-171,-29,-0.55,-0.07,-0.4,-13,6,0.026,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
226,-13,-0.23,-0.07,1.5,-7,8,-0.014,0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-127,-12,-0.12,0.03,0.1,-7,-3,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
199,-2,-0.54,0.12,0.1,-11,-6,-0.017,-0.3,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.035
530,-5,0.12,0.05,-0.6,-19,10,0.031,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
-334,-17,-0.07,0.01,0,-9,1,0.001,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
-286,5,0.08,0.09,0.4,-7,-9,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.016
-104,-60,0.3,0.09,0.8,-10,-4,-0.007,-0.2,-0.0009,-0.0009,-0.0009,-0.0009,0,0,-0.0002,0,-0.0009,0.027
129,-20,0.26,0.1,0.3,-19,5,0.006,-0.1,-0.0011,-0.001,-0.001,-0.001,-0.0002,0,0,0,-0.001,0.022
-272,-48,0.3,-0.02,-0.3,-7,2,-0.02,0.3,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.029
186,54,0.36,0.08,0.4,-7,-9,-0.001,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.022
-253,-40,-0.55,-0.02,-0.6,-7,3,-0.006,0,-0.0005,-0.0005,-0.0005,-0.0006,0,0,0,0,-0.0006,0.016
-237,-12,-0.36,0.13,0.5,-11,-8,-0.008,-0.1,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,0.026
618,2,0.34,0.1,1.1,-12,-8,-0.003,0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.022
134,1,0.29,-0.08,-0.6,-10,12,0.014,0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
-393,-4,0.04,0.13,0.7,-11,-9,-0.007,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.019
-174,-10,-0.16,0.09,-0.4,-6,-9,-0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-129,-14,-0.09,-0.06,-1.3,-8,-2,0.001,1.4,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0.0001,0,-0.0006,0.025
-133,-6,-0.13,0.02,1.2,-6,0,-0.021,-0.4,-0.0005,-0.0006,-0.0006,-0.0007,0.0001,0,0.0001,0,-0.0007,0.018
-15,-46,-0.13,-0.17,-0.7,-8,20,-0.003,-0.4,-0.0004,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,0.014
208,16,0.01,0.02,-1.2,-8,1,0.004,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.021
-80,-30,0.31,-0.06,1.4,-5,6,-0.007,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
-147,-27,-0.44,0.09,0.4,-18,4,-0.013,0,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.019
83,7,0.08,0.1,-0.6,-7,-11,0.006,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
14,2,-0.01,0.29,-1.8,-16,-11,0.006,-0.2,-0.0019,-0.002,-0.002,-0.002,0.0001,0,0,0,-0.002,0.058
170,-24,-0.01,-0.04,-0.9,-10,7,0.009,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-353,-14,0.05,0.11,0.6,-12,-6,-0.002,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
-28,-5,0.02,0.25,-1.6,-18,-8,0.02,-0.2,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.037
193,-22,-0.17,-0.14,0,-7,15,0.003,0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
135,6,0.1,-0.01,-0.9,-7,2,0.008,-0.1,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.022
-266,-12,0.13,0.22,-0.8,-21,1,0.001,-0.3,-0.0018,-0.0018,-0.0018,-0.0018,0,0,0,0,-0.0018,0.036
107,-30,0.13,-0.04,-0.8,-11,10,0.026,-0.2,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.018
89,-15,-0.21,-0.13,0.4,-6,14,-0.005,-0.1,-0.0004,-0.0004,-0.0004,-0.0005,0,0,0,0,-0.0005,0.016
319,-18,0.06,-0.19,-0.2,-7,22,0.014,-0.1,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.019
-64,-42,0.16,0.18,0.9,-17,-6,-0.035,-0.5,-0.0016,-0.0016,-0.0016,-0.0016,0,0,0,0,-0.0016,0.019
234,-19,0.08,0.18,1.2,-14,-10,-0.034,-0.5,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.018
-329,19,0.25,0.01,0.8,-11,3,-0.011,1,-0.0008,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.019
221,-2,0.12,0.02,0.9,-6,-2,-0.001,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
272,-5,0.41,0.23,1.1,-11,-26,-0.002,0.5,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.024
-296,-10,-0.14,0.07,0.2,-7,-7,-0.008,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.016
213,-19,-0.04,0.06,-0.4,-13,2,0.012,-0.1,-0.0008,-0.0006,-0.0006,-0.0006,-0.0003,0,0,0,-0.0006,0.021
43,-21,0.15,0.11,-2.5,-9,-7,0.01,-1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-268,-36,-0.51,0.12,0.1,-18,8,-0.004,-0.4,-0.0016,-0.0018,-0.0018,-0.0018,0.0002,0,0,0,-0.0018,0.032
112,-5,0.14,0.02,0.9,-9,2,-0.014,-0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
165,-45,0.21,-0.16,-0.2,-7,18,0.002,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-204,-45,0.12,0.02,0.2,-7,-2,-0.026,0.3,-0.0008,-0.0008,-0.0008,-0.0008,0.0001,0,0,0,-0.0008,0.019
-73,-9,0.33,0.07,-0.4,-6,-7,-0.006,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.019
260,-49,0.28,0.02,-0.8,-16,9,0.031,0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-30,-15,-0.02,0.14,0.7,-15,-5,0.002,0.3,-0.0014,-0.0012,-0.0012,-0.0012,-0.0004,0,0,0,-0.0012,0.029
-50,-18,0.18,0.11,1.2,-9,-13,-0.013,0.7,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
-23,-20,0.31,0.24,0.4,-19,-12,-0.011,0.8,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.019
315,-16,0.01,0.02,-0.2,-6,1,-0.008,-0.7,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.04
-30,-20,0.45,-0.23,-0.1,-7,25,0.006,0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.016
167,-12,0.2,-0.13,0.7,-7,12,0.003,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.029
22,-1,0.2,0.07,-1.9,-10,4,0.016,-0.7,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.02
-111,-21,0.17,0.01,-0.3,-6,0,-0.003,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.04
303,-14,0.15,-0.14,-2.1,-12,22,0.03,-0.6,-0.0002,-0.0002,-0.0002,-0.0002,0,0,0,0,-0.0002,0.021
-17,-28,-0.26,0.04,1.1,-11,1,-0.009,-0.1,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,0.03
131,0,0.09,-0.07,-0.8,-11,15,0.011,-1.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.02
601,26,0.15,0.17,0.3,-13,-14,-0.004,-0.9,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.023
77,-11,0.54,-0.06,-0.5,-6,7,0.006,0,-0.0003,-0.0003,-0.0003,-0.0003,-0.0002,0,-0.0001,0,-0.0003,0.019
-482,16,0.1,-0.06,0.5,-14,1,0.009,2.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
107,-11,0.12,0.2,0.6,-19,-2,0.004,-1,-0.0012,-0.0011,-0.0011,-0.0011,-0.0002,0,0,0,-0.0011,0.022
-164,-7,0.04,0.12,1.2,-7,-12,-0.002,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
396,7,0.59,0.43,1,-13,-28,-0.034,-2.6,-0.0012,-0.0012,-0.0012,-0.0013,0,0,0.0001,0,-0.0013,0.024
371,-8,-0.25,-0.03,-0.6,-6,4,0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
47,12,-0.39,-0.02,0.3,-13,7,0.006,-0.1,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
431,-45,-0.35,-0.13,0.3,-8,16,0.003,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-247,-46,0.55,0.14,-2,-16,15,0.003,-2.9,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
468,20,0.68,0.16,0.9,-12,-13,-0.01,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.021
-244,-1,0.24,0.23,-0.4,-14,-17,-0.007,-0.1,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.018
-105,-22,-0.6,0.16,-1,-20,7,-0.004,0.5,-0.0021,-0.0023,-0.0023,-0.0028,0.0001,0,0.0005,0,-0.0028,0.048
901,21,0.07,0.22,1,-7,-1,-0.009,-5.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
125,3,0.1,-0.05,-0.9,-10,9,0.013,-0.6,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-590,-44,-0.24,0.03,1.3,-7,-2,-0.004,0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.024
-23,-46,0.5,-0.17,-0.2,-13,24,0.015,0.4,-0.0008,-0.0005,-0.0005,-0.0005,-0.0004,0,-0.0001,0,-0.0005,0.017
-137,-5,-0.08,0.12,1.2,-10,-10,-0.012,0.1,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.018
328,-43,0.07,-0.12,0.2,-6,14,-0.005,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
-202,-7,-0.36,0.18,0.5,-13,-11,0.006,0.3,-0.0009,-0.0009,-0.0009,-0.0009,0,0,0,0,-0.0009,0.024
-425,-6,0.2,0.15,-0.4,-10,-12,-0.005,-0.2,-0.0008,-0.0008,-0.0008,-0.0008,-0.0002,0,0,0,-0.0008,0.023
183,-8,0.32,0.21,-0.8,-12,-1,0.008,-2.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.025
-134,-10,0.12,0.11,-0.8,-12,-7,0.015,-0.2,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.023
402,-38,-0.06,0.05,-0.7,-11,-10,0.002,0.6,-0.0005,-0.0006,-0.0006,-0.0006,0.0001,0,0,0,-0.0006,0.019
273,-10,0.55,0.26,0.9,-7,-24,-0.02,-1.5,-0.001,-0.0009,-0.0009,-0.0009,-0.0002,0,0,0,-0.0009,0.029
279,-2,0.13,0.03,-0.8,-10,1,0.014,-0.1,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-141,12,-0.23,0.11,0.3,-13,-6,-0.009,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0,0,-0.0009,0.02
-281,-35,0.4,0.07,-1.5,-11,-2,0.023,-0.5,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
108,-62,-0.4,-0.07,0.1,-8,9,0.004,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.016
348,21,0.16,-0.02,0.8,-5,4,-0.006,-0.5,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-376,1,-0.1,0.12,-0.2,-16,1,0.017,-0.8,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.018
118,-29,-0.39,0.02,1,-15,9,-0.016,-0.1,-0.0015,-0.0015,-0.0015,-0.0015,0,0,0,0,-0.0015,0.026
318,-15,0.06,-0.04,-0.7,-9,4,0.005,0.2,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.034
-378,-38,0.03,0.06,2.4,-6,-7,-0.013,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.017
887,-2,0.12,0.05,-1.8,-14,1,0.017,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.026
-36,-15,0.08,0.01,-0.3,-7,1,-0.007,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.018
-165,-25,-0.17,0.01,-0.7,-12,6,-0.004,0.3,-0.0006,-0.0008,-0.0008,-0.0008,0.0002,0,0,0,-0.0008,0.018
-517,-2,0.14,0.17,2.6,-17,-4,-0.002,-0.2,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.029
108,-35,0.14,-0.06,0.2,-7,8,-0.005,0,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
119,8,-0.24,0.08,-0.7,-7,-8,0,-0.2,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.019
-306,-44,-0.55,0.08,-0.2,-15,2,-0.015,0.5,-0.0011,-0.0012,-0.0012,-0.0012,0.0001,0,0,0,-0.0012,0.02
-137,4,-0.11,0.17,-0.4,-6,-18,0.007,0,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.022
-299,-15,-0.14,0.09,0.9,-10,-4,-0.021,-0.3,-0.001,-0.001,-0.001,-0.001,0,0,0,0,-0.001,0.018
-320,12,0.05,0.15,-0.4,-7,-16,0.001,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-272,-8,0.21,-0.08,-0.6,-10,8,0.008,0.3,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.022
-103,-31,0.11,-0.07,0.5,-5,4,-0.005,1.4,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.017
-165,15,0.01,0.04,0.7,-5,-4,-0.006,0,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.015
-445,54,-0.13,0.15,0.8,-10,-12,-0.007,-0.5,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.019
-317,-16,0.44,0.11,0.8,-18,0,0.001,1.1,-0.0018,-0.0017,-0.0017,-0.0017,-0.0002,0,0,0,-0.0017,0.036
-107,-27,-0.21,-0.14,-0.7,-9,16,-0.002,-0.7,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.045
-172,-1,-0.07,-0.09,-0.7,-7,0,0.003,1.6,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.026
-29,-46,-0.37,-0.14,-1.7,-8,14,0.015,0.6,-0.0003,-0.0003,-0.0003,-0.0003,0,0,0,0,-0.0003,0.017
-451,-36,0.22,-0.04,-0.4,-7,6,0.006,0.2,-0.0005,-0.0005,-0.0005,-0.0003,-0.0001,0,-0.0002,0,-0.0003,0.016
-6,-34,-0.28,-0.08,0.3,-7,13,-0.007,-0.5,-0.0005,-0.0005,-0.0005,-0.0005,0.0001,0,0,0,-0.0005,0.016
-250,-35,0.05,0.06,1.3,-9,-11,-0.044,0.9,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.018
-126,10,-0.03,0.15,1.2,-8,-15,-0.019,-0.2,-0.0006,-0.0007,-0.0007,-0.0008,0.0001,0,0.0001,0,-0.0008,0.018
-323,25,0.16,-0.02,-1.5,-9,7,0.011,-0.8,-0.0004,-0.0004,-0.0004,-0.0004,-0.0001,0,0,0,-0.0004,0.018
-252,-20,-0.35,-0.04,0.3,-7,2,-0.007,1.3,-0.0005,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.019
-3,23,-0.27,0.37,0.8,-17,-27,-0.055,-0.3,-0.002,-0.002,-0.002,-0.002,0,0,0,0,-0.002,0.021
102,-3,0.16,-0.03,0.2,-11,7,0.007,-0.1,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
-274,4,-0.01,0.05,2.5,-17,5,-0.014,0.4,-0.0017,-0.0017,-0.0017,-0.0017,0,0,0,0,-0.0017,0.031
159,11,-0.29,-0.04,-1.3,-19,20,0.014,0,-0.0012,-0.0012,-0.0012,-0.0012,0,0,0,0,-0.0012,0.027
-29,-52,0.32,0.02,-0.6,-15,8,-0.016,-0.2,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.02
-514,2,-0.02,0.06,1.7,-6,-5,-0.003,-0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.018
-33,-11,-0.41,0.08,0.3,-11,-5,-0.007,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.02
37,-24,0.11,-0.03,0.3,-11,7,0.015,0.3,-0.0004,-0.0004,-0.0004,-0.0004,0,0,0,0,-0.0004,0.02
-68,-17,0.04,0,0.1,-7,2,-0.005,-0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.017
105,-67,-0.43,0.01,1.1,-14,5,-0.005,0.2,-0.0008,-0.0009,-0.0009,-0.001,0.0001,0,0.0001,0,-0.001,0.02
-335,-45,-0.4,-0.04,-0.5,-16,21,0.018,-0.7,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.015
371,-35,-0.38,-0.1,0.2,-13,18,-0.009,0,-0.0008,-0.0009,-0.0009,-0.0009,0.0001,0,0.0001,0,-0.0009,0.019
131,-12,0.13,0.09,-0.8,-16,2,0.018,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.021
199,10,0.01,0.09,-0.6,-16,3,0.014,0,-0.0008,-0.0008,-0.0008,-0.0008,0,0,0,0,-0.0008,0.024
-272,39,0.52,0.21,0.8,-14,-14,0.01,-0.1,-0.0007,-0.0006,-0.0006,-0.0006,-0.0002,0,0,0,-0.0006,0.022
-326,-24,-0.16,0.17,0.4,-13,-8,-0.016,-0.4,-0.0013,-0.0013,-0.0013,-0.0013,0,0,0,0,-0.0013,0.026
306,-19,0.41,-0.01,-1.3,-9,6,0.011,-0.2,-0.0004,-0.0004,-0.0004,-0.0003,-0.0001,0,-0.0001,0,-0.0003,0.018
-117,-37,0.05,0.21,-0.4,-13,-16,-0.018,-0.1,-0.0011,-0.0011,-0.0011,-0.0011,0,0,0,0,-0.0011,0.018
-163,3,-0.12,0.17,-1.1,-10,-13,0.013,0.1,-0.0005,-0.0005,-0.0005,-0.0005,0,0,0,0,-0.0005,0.024
50,-14,-0.18,-0.02,-0.4,-9,5,-0.002,0,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.018
-365,-46,-0.3,0.03,0.3,-21,16,-0.008,0.1,-0.0019,-0.0019,-0.0019,-0.0019,0,0,0,0,-0.0019,0.026
331,7,0.06,0.16,-2.6,-17,-3,0.018,-0.3,-0.0007,-0.0007,-0.0007,-0.0007,0,0,0,0,-0.0007,0.023
-377,-6,0.13,0.23,-0.3,-15,-13,-0.009,-0.1,-0.0014,-0.0014,-0.0014,-0.0014,0,0,0,0,-0.0014,0.026
654,0,0.45,0.26,-0.1,-12,-11,0.005,-0.7,-0.0018,-0.0015,-0.0015,-0.0014,-0.0004,0,-0.0002,0,-0.0014,0.059
363,15,0.08,0.08,-0.4,-10,-3,0.004,-0.4,-0.0006,-0.0006,-0.0006,-0.0006,0,0,0,0,-0.0006,0.023
